FID,OBJECTID,Project,PointYrID,PointID,Fire_ID,Fire_year,Year,TSB,Burned,TreeCov,ShrubCov,LiveBA,SnagBA,lat,long,burnsev,CC_BurnSev,Distance,slope,elevation,aspect,visits,WHRsize2,WHRtype2,WHRdens2,WHRtype15,Src_Year15,WHRsize15,WHRdens15,F2001star_,F2004stray,F2006bould,F2007moonl,F2008cold_,F2008cub_b,F2008rich_,F2012CHIPS,F2014bald_,F2000storr,dropped,prefire,cc_storrie,cc_bald,cc_boulder,cc_chips,cc_cold,cc_cub,cc_moonlit,cc_rich,cc_star,cc_straylo
3224,3225,MIS,PL20A.S.2015,PL20A.S,unburned,0,2015,-9999,0,29,9,18,-9999,40.026737,-120.560608,-9999,0,0,12,1793,114,2,4,EPN,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3225,3226,MIS,PL20A.W.2010,PL20A.W,unburned,0,2010,-9999,0,22,20,7,-9999,40.028974,-120.563555,-9999,0,0,7,1821,174,1,4,SMC,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3226,3227,MIS,PL20A.W.2011,PL20A.W,unburned,0,2011,-9999,0,22,20,7,-9999,40.028974,-120.563555,-9999,0,0,7,1821,174,2,4,SMC,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3227,3228,MIS,PL20A.W.2012,PL20A.W,unburned,0,2012,-9999,0,22,20,7,-9999,40.028974,-120.563555,-9999,0,0,7,1821,174,2,4,SMC,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3228,3229,MIS,PL20A.W.2013,PL20A.W,unburned,0,2013,-9999,0,18,15,12,-9999,40.028974,-120.563555,-9999,0,0,7,1821,174,2,4,SMC,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3229,3230,MIS,PL20A.W.2014,PL20A.W,unburned,0,2014,-9999,0,14,10,16,-9999,40.028974,-120.563555,-9999,0,0,7,1821,174,1,4,SMC,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3230,3231,MIS,PL20A.W.2015,PL20A.W,unburned,0,2015,-9999,0,14,10,16,-9999,40.028974,-120.563555,-9999,0,0,7,1821,174,2,4,SMC,2,EPN,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3231,3232,MIS,PL20B.C.2010,PL20B.C,unburned,0,2010,-9999,0,13,30,4,-9999,40.02904,-120.548905,-9999,0,0,21,1743,74,1,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3232,3233,MIS,PL20B.C.2011,PL20B.C,unburned,0,2011,-9999,0,13,30,4,-9999,40.02904,-120.548905,-9999,0,0,21,1743,74,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3233,3234,MIS,PL20B.C.2012,PL20B.C,unburned,0,2012,-9999,0,13,30,4,-9999,40.02904,-120.548905,-9999,0,0,21,1743,74,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3234,3235,MIS,PL20B.C.2013,PL20B.C,unburned,0,2013,-9999,0,13,25,6,-9999,40.02904,-120.548905,-9999,0,0,21,1743,74,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3235,3236,MIS,PL20B.C.2014,PL20B.C,unburned,0,2014,-9999,0,14,20,7,-9999,40.02904,-120.548905,-9999,0,0,21,1743,74,1,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3236,3237,MIS,PL20B.C.2015,PL20B.C,unburned,0,2015,-9999,0,14,20,7,-9999,40.02904,-120.548905,-9999,0,0,21,1743,74,2,4,EPN,2,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3237,3238,MIS,PL20B.E.2010,PL20B.E,unburned,0,2010,-9999,0,36,20,11,-9999,40.029053,-120.545975,-9999,0,0,8,1696,101,1,4,EPN,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3238,3239,MIS,PL20B.E.2011,PL20B.E,unburned,0,2011,-9999,0,36,20,11,-9999,40.029053,-120.545975,-9999,0,0,8,1696,101,2,4,EPN,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3239,3240,MIS,PL20B.E.2012,PL20B.E,unburned,0,2012,-9999,0,36,20,11,-9999,40.029053,-120.545975,-9999,0,0,8,1696,101,2,4,EPN,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3240,3241,MIS,PL20B.E.2013,PL20B.E,unburned,0,2013,-9999,0,39,18,16,-9999,40.029053,-120.545975,-9999,0,0,8,1696,101,2,4,EPN,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3241,3242,MIS,PL20B.E.2014,PL20B.E,unburned,0,2014,-9999,0,41,15,21,-9999,40.029053,-120.545975,-9999,0,0,8,1696,101,1,4,EPN,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3242,3243,MIS,PL20B.E.2015,PL20B.E,unburned,0,2015,-9999,0,41,15,21,-9999,40.029053,-120.545975,-9999,0,0,8,1696,101,2,4,EPN,3,SMC,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3243,3244,MIS,PL20B.N.2010,PL20B.N,unburned,0,2010,-9999,0,24,30,12,-9999,40.03129,-120.548922,-9999,0,0,24,1710,53,1,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3244,3245,MIS,PL20B.N.2011,PL20B.N,unburned,0,2011,-9999,0,24,30,12,-9999,40.03129,-120.548922,-9999,0,0,24,1710,53,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3245,3246,MIS,PL20B.N.2012,PL20B.N,unburned,0,2012,-9999,0,24,30,12,-9999,40.03129,-120.548922,-9999,0,0,24,1710,53,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3246,3247,MIS,PL20B.N.2013,PL20B.N,unburned,0,2013,-9999,0,25,25,13,-9999,40.03129,-120.548922,-9999,0,0,24,1710,53,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3247,3248,MIS,PL20B.N.2014,PL20B.N,unburned,0,2014,-9999,0,26,20,14,-9999,40.03129,-120.548922,-9999,0,0,24,1710,53,1,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3248,3249,MIS,PL20B.N.2015,PL20B.N,unburned,0,2015,-9999,0,26,20,14,-9999,40.03129,-120.548922,-9999,0,0,24,1710,53,2,4,EPN,2,EPN,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3249,3250,MIS,PL20B.S.2010,PL20B.S,unburned,0,2010,-9999,0,26,30,9,-9999,40.026789,-120.548888,-9999,0,0,17,1764,39,1,4,EPN,1,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3250,3251,MIS,PL20B.S.2011,PL20B.S,unburned,0,2011,-9999,0,26,30,9,-9999,40.026789,-120.548888,-9999,0,0,17,1764,39,2,4,EPN,1,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3251,3252,MIS,PL20B.S.2012,PL20B.S,unburned,0,2012,-9999,0,26,30,9,-9999,40.026789,-120.548888,-9999,0,0,17,1764,39,2,4,EPN,1,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3252,3253,MIS,PL20B.S.2013,PL20B.S,unburned,0,2013,-9999,0,21,25,7,-9999,40.026789,-120.548888,-9999,0,0,17,1764,39,2,4,EPN,1,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3253,3254,MIS,PL20B.S.2014,PL20B.S,unburned,0,2014,-9999,0,16,20,5,-9999,40.026789,-120.548888,-9999,0,0,17,1764,39,1,4,EPN,1,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3254,3255,MIS,PL20B.S.2015,PL20B.S,unburned,0,2015,-9999,0,16,20,5,-9999,40.026789,-120.548888,-9999,0,0,17,1764,39,2,4,EPN,1,EPN,2005,4,S,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3255,3256,MIS,PL20B.W.2010,PL20B.W,unburned,0,2010,-9999,0,16,30,8,-9999,40.029027,-120.551835,-9999,0,0,19,1738,283,1,4,EPN,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3256,3257,MIS,PL20B.W.2011,PL20B.W,unburned,0,2011,-9999,0,16,30,8,-9999,40.029027,-120.551835,-9999,0,0,19,1738,283,2,4,EPN,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3257,3258,MIS,PL20B.W.2012,PL20B.W,unburned,0,2012,-9999,0,16,30,8,-9999,40.029027,-120.551835,-9999,0,0,19,1738,283,2,4,EPN,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3258,3259,MIS,PL20B.W.2013,PL20B.W,unburned,0,2013,-9999,0,19,20,11,-9999,40.029027,-120.551835,-9999,0,0,19,1738,283,2,4,EPN,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3259,3260,MIS,PL20B.W.2014,PL20B.W,unburned,0,2014,-9999,0,21,10,14,-9999,40.029027,-120.551835,-9999,0,0,19,1738,283,1,4,EPN,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3260,3261,MIS,PL20B.W.2015,PL20B.W,unburned,0,2015,-9999,0,21,10,14,-9999,40.029027,-120.551835,-9999,0,0,19,1738,283,2,4,EPN,2,SMC,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3261,3262,MIS,PL21A.C.2010,PL21A.C,unburned,0,2010,-9999,0,45,25,10,-9999,39.844808,-121.155481,-9999,0,0,16,1690,167,2,4,WFR,4,WFR,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3262,3263,MIS,PL21A.C.2011,PL21A.C,unburned,0,2011,-9999,0,45,25,10,-9999,39.844808,-121.155481,-9999,0,0,16,1690,167,1,4,WFR,4,WFR,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3263,3264,MIS,PL21A.C.2012,PL21A.C,unburned,0,2012,-9999,0,45,25,10,-9999,39.844808,-121.155481,-9999,0,0,16,1690,167,2,4,WFR,4,WFR,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3264,3265,MIS,PL21A.C.2013,PL21A.C,unburned,0,2013,-9999,0,45,25,10,-9999,39.844808,-121.155481,-9999,0,0,16,1690,167,1,4,WFR,4,WFR,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3265,3266,MIS,PL21A.C.2014,PL21A.C,unburned,0,2014,-9999,0,45,25,10,-9999,39.844808,-121.155481,-9999,0,0,16,1690,167,2,4,WFR,4,WFR,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3266,3267,MIS,PL21A.C.2015,PL21A.C,unburned,0,2015,-9999,0,45,25,10,-9999,39.844808,-121.155481,-9999,0,0,16,1690,167,2,4,WFR,4,WFR,2005,4,P,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3267,3268,MIS,PL21A.E.2010,PL21A.E,unburned,0,2010,-9999,0,9,25,4,-9999,39.844835,-121.152558,-9999,0,0,23,1692,207,2,4,WFR,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3268,3269,MIS,PL21A.E.2011,PL21A.E,unburned,0,2011,-9999,0,9,25,4,-9999,39.844835,-121.152558,-9999,0,0,23,1692,207,1,4,WFR,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3269,3270,MIS,PL21A.E.2012,PL21A.E,unburned,0,2012,-9999,0,9,25,4,-9999,39.844835,-121.152558,-9999,0,0,23,1692,207,2,4,WFR,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3270,3271,MIS,PL21A.E.2013,PL21A.E,unburned,0,2013,-9999,0,9,25,4,-9999,39.844835,-121.152558,-9999,0,0,23,1692,207,1,4,WFR,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3271,3272,MIS,PL21A.E.2014,PL21A.E,unburned,0,2014,-9999,0,9,25,4,-9999,39.844835,-121.152558,-9999,0,0,23,1692,207,2,4,WFR,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3272,3273,MIS,PL21A.E.2015,PL21A.E,unburned,0,2015,-9999,0,9,25,4,-9999,39.844835,-121.152558,-9999,0,0,23,1692,207,2,4,WFR,3,WFR,2005,4,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3273,3274,MIS,PL21A.N.2010,PL21A.N,unburned,0,2010,-9999,0,12,50,1,-9999,39.847058,-121.155516,-9999,0,0,17,1715,224,2,3,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3274,3275,MIS,PL21A.N.2011,PL21A.N,unburned,0,2011,-9999,0,12,50,1,-9999,39.847058,-121.155516,-9999,0,0,17,1715,224,1,3,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3275,3276,MIS,PL21A.N.2012,PL21A.N,unburned,0,2012,-9999,0,12,50,1,-9999,39.847058,-121.155516,-9999,0,0,17,1715,224,2,3,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3276,3277,MIS,PL21A.N.2013,PL21A.N,unburned,0,2013,-9999,0,12,50,1,-9999,39.847058,-121.155516,-9999,0,0,17,1715,224,1,3,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3277,3278,MIS,PL21A.N.2014,PL21A.N,unburned,0,2014,-9999,0,12,50,1,-9999,39.847058,-121.155516,-9999,0,0,17,1715,224,2,3,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3278,3279,MIS,PL21A.N.2015,PL21A.N,unburned,0,2015,-9999,0,12,50,1,-9999,39.847058,-121.155516,-9999,0,0,17,1715,224,2,3,WFR,3,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3279,3280,MIS,PL21A.S.2010,PL21A.S,unburned,0,2010,-9999,0,19,15,5,-9999,39.842558,-121.155445,-9999,0,0,23,1670,46,2,3,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3280,3281,MIS,PL21A.S.2011,PL21A.S,unburned,0,2011,-9999,0,19,15,5,-9999,39.842558,-121.155445,-9999,0,0,23,1670,46,1,3,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3281,3282,MIS,PL21A.S.2012,PL21A.S,unburned,0,2012,-9999,0,19,15,5,-9999,39.842558,-121.155445,-9999,0,0,23,1670,46,2,3,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3282,3283,MIS,PL21A.S.2013,PL21A.S,unburned,0,2013,-9999,0,19,15,5,-9999,39.842558,-121.155445,-9999,0,0,23,1670,46,1,3,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3283,3284,MIS,PL21A.S.2014,PL21A.S,unburned,0,2014,-9999,0,19,15,5,-9999,39.842558,-121.155445,-9999,0,0,23,1670,46,2,3,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3284,3285,MIS,PL21A.S.2015,PL21A.S,unburned,0,2015,-9999,0,19,15,5,-9999,39.842558,-121.155445,-9999,0,0,23,1670,46,2,3,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3285,3286,MIS,PL21A.W.2010,PL21A.W,unburned,0,2010,-9999,0,34,20,10,-9999,39.84478,-121.158403,-9999,0,0,21,1709,160,2,4,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3286,3287,MIS,PL21A.W.2011,PL21A.W,unburned,0,2011,-9999,0,34,20,10,-9999,39.84478,-121.158403,-9999,0,0,21,1709,160,1,4,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3287,3288,MIS,PL21A.W.2012,PL21A.W,unburned,0,2012,-9999,0,34,20,10,-9999,39.84478,-121.158403,-9999,0,0,21,1709,160,2,4,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3288,3289,MIS,PL21A.W.2013,PL21A.W,unburned,0,2013,-9999,0,34,20,10,-9999,39.84478,-121.158403,-9999,0,0,21,1709,160,1,4,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3289,3290,MIS,PL21A.W.2014,PL21A.W,unburned,0,2014,-9999,0,34,20,10,-9999,39.84478,-121.158403,-9999,0,0,21,1709,160,2,4,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3290,3291,MIS,PL21A.W.2015,PL21A.W,unburned,0,2015,-9999,0,34,20,10,-9999,39.84478,-121.158403,-9999,0,0,21,1709,160,2,4,WFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3291,3292,MIS,PL21B.C.2010,PL21B.C,unburned,0,2010,-9999,0,47,15,11,-9999,39.853808,-121.155623,-9999,0,0,10,1791,295,2,5,RFR,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3292,3293,MIS,PL21B.C.2011,PL21B.C,unburned,0,2011,-9999,0,47,15,11,-9999,39.853808,-121.155623,-9999,0,0,10,1791,295,1,5,RFR,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3293,3294,MIS,PL21B.C.2012,PL21B.C,unburned,0,2012,-9999,0,47,15,11,-9999,39.853808,-121.155623,-9999,0,0,10,1791,295,2,5,RFR,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3294,3295,MIS,PL21B.C.2013,PL21B.C,unburned,0,2013,-9999,0,47,15,11,-9999,39.853808,-121.155623,-9999,0,0,10,1791,295,1,5,RFR,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3295,3296,MIS,PL21B.C.2014,PL21B.C,unburned,0,2014,-9999,0,47,15,11,-9999,39.853808,-121.155623,-9999,0,0,10,1791,295,2,5,RFR,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3296,3297,MIS,PL21B.C.2015,PL21B.C,unburned,0,2015,-9999,0,47,15,11,-9999,39.853808,-121.155623,-9999,0,0,10,1791,295,2,5,RFR,4,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3297,3298,MIS,PL21B.E.2010,PL21B.E,unburned,0,2010,-9999,0,24,5,13,-9999,39.853835,-121.1527,-9999,0,0,25,1778,69,1,5,RFR,1,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3298,3299,MIS,PL21B.E.2011,PL21B.E,unburned,0,2011,-9999,0,24,5,13,-9999,39.853835,-121.1527,-9999,0,0,25,1778,69,1,5,RFR,1,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3299,3300,MIS,PL21B.E.2012,PL21B.E,unburned,0,2012,-9999,0,24,5,13,-9999,39.853835,-121.1527,-9999,0,0,25,1778,69,2,5,RFR,1,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3300,3301,MIS,PL21B.E.2013,PL21B.E,unburned,0,2013,-9999,0,24,5,13,-9999,39.853835,-121.1527,-9999,0,0,25,1778,69,1,5,RFR,1,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3301,3302,MIS,PL21B.E.2014,PL21B.E,unburned,0,2014,-9999,0,24,5,13,-9999,39.853835,-121.1527,-9999,0,0,25,1778,69,2,5,RFR,1,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3302,3303,MIS,PL21B.E.2015,PL21B.E,unburned,0,2015,-9999,0,24,5,13,-9999,39.853835,-121.1527,-9999,0,0,25,1778,69,2,5,RFR,1,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3303,3304,MIS,PL21B.N.2010,PL21B.N,unburned,0,2010,-9999,0,27,5,8,-9999,39.856058,-121.155659,-9999,0,0,7,1795,234,1,5,RFR,4,SMC,2005,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3304,3305,MIS,PL21B.N.2011,PL21B.N,unburned,0,2011,-9999,0,27,5,8,-9999,39.856058,-121.155659,-9999,0,0,7,1795,234,1,5,RFR,4,SMC,2005,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3305,3306,MIS,PL21B.N.2012,PL21B.N,unburned,0,2012,-9999,0,27,5,8,-9999,39.856058,-121.155659,-9999,0,0,7,1795,234,2,5,RFR,4,SMC,2005,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3306,3307,MIS,PL21B.N.2013,PL21B.N,unburned,0,2013,-9999,0,27,5,8,-9999,39.856058,-121.155659,-9999,0,0,7,1795,234,1,5,RFR,4,SMC,2005,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3307,3308,MIS,PL21B.N.2014,PL21B.N,unburned,0,2014,-9999,0,27,5,8,-9999,39.856058,-121.155659,-9999,0,0,7,1795,234,2,5,RFR,4,SMC,2005,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3308,3309,MIS,PL21B.N.2015,PL21B.N,unburned,0,2015,-9999,0,27,5,8,-9999,39.856058,-121.155659,-9999,0,0,7,1795,234,2,5,RFR,4,SMC,2005,3,D,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3309,3310,MIS,PL21B.S.2010,PL21B.S,unburned,0,2010,-9999,0,19,50,3,-9999,39.851558,-121.155588,-9999,0,0,21,1782,183,2,4,RFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3310,3311,MIS,PL21B.S.2011,PL21B.S,unburned,0,2011,-9999,0,19,50,3,-9999,39.851558,-121.155588,-9999,0,0,21,1782,183,1,4,RFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3311,3312,MIS,PL21B.S.2012,PL21B.S,unburned,0,2012,-9999,0,19,50,3,-9999,39.851558,-121.155588,-9999,0,0,21,1782,183,2,4,RFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3312,3313,MIS,PL21B.S.2013,PL21B.S,unburned,0,2013,-9999,0,19,50,3,-9999,39.851558,-121.155588,-9999,0,0,21,1782,183,1,4,RFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3313,3314,MIS,PL21B.S.2014,PL21B.S,unburned,0,2014,-9999,0,19,50,3,-9999,39.851558,-121.155588,-9999,0,0,21,1782,183,2,4,RFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3314,3315,MIS,PL21B.S.2015,PL21B.S,unburned,0,2015,-9999,0,19,50,3,-9999,39.851558,-121.155588,-9999,0,0,21,1782,183,2,4,RFR,4,WFR,2005,4,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3315,3316,MIS,PL21B.W.2010,PL21B.W,unburned,0,2010,-9999,0,30,10,13,-9999,39.853781,-121.158546,-9999,0,0,22,1789,32,2,5,RFR,3,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3316,3317,MIS,PL21B.W.2011,PL21B.W,unburned,0,2011,-9999,0,30,10,13,-9999,39.853781,-121.158546,-9999,0,0,22,1789,32,1,5,RFR,3,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3317,3318,MIS,PL21B.W.2012,PL21B.W,unburned,0,2012,-9999,0,30,10,13,-9999,39.853781,-121.158546,-9999,0,0,22,1789,32,2,5,RFR,3,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
3318,3319,MIS,PL21B.W.2013,PL21B.W,unburned,0,2013,-9999,0,30,10,13,-9999,39.853781,-121.158546,-9999,0,0,22,1789,32,1,5,RFR,3,SMC,2005,5,M,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,0,0
